nm, A
357.000000, 0.017883
356.000000, 0.018297
355.000000, 0.018855
354.000000, 0.019121
353.000000, 0.019023
352.000000, 0.018634
351.000000, 0.018215
350.000000, 0.017594
349.000000, 0.016806
348.000000, 0.016131
347.000000, 0.015347
346.000000, 0.014496
345.000000, 0.013777
344.000000, 0.013269
343.000000, 0.012867
342.000000, 0.012374
341.000000, 0.011944
340.000000, 0.011679
339.000000, 0.011357
338.000000, 0.010877
337.000000, 0.010519
336.000000, 0.010242
335.000000, 0.009739
334.000000, 0.009242
333.000000, 0.008794
332.000000, 0.008538
331.000000, 0.008337
330.000000, 0.008263
329.000000, 0.008320
328.000000, 0.008274
327.000000, 0.008574
326.000000, 0.009035
325.000000, 0.009517
324.000000, 0.010359
323.000000, 0.011226
322.000000, 0.012189
321.000000, 0.013278
320.000000, 0.014525
319.000000, 0.016057
318.000000, 0.018039
317.000000, 0.020065
316.000000, 0.021948
315.000000, 0.023778
314.000000, 0.025647
313.000000, 0.027476
312.000000, 0.029134
311.000000, 0.030502
310.000000, 0.031675
309.000000, 0.032748
308.000000, 0.033281
307.000000, 0.033754
306.000000, 0.034110
305.000000, 0.034248
304.000000, 0.034293
303.000000, 0.034473
302.000000, 0.034523
301.000000, 0.034470
300.000000, 0.034320
299.000000, 0.034079
298.000000, 0.033942
297.000000, 0.034097
296.000000, 0.034197
295.000000, 0.034315
294.000000, 0.034287
293.000000, 0.034466
292.000000, 0.034863
291.000000, 0.035149
290.000000, 0.035763
289.000000, 0.036265
288.000000, 0.036812
287.000000, 0.037092
286.000000, 0.037356
285.000000, 0.037737
284.000000, 0.037935
283.000000, 0.037823
282.000000, 0.037814
281.000000, 0.037319
280.000000, 0.037147
279.000000, 0.036924
278.000000, 0.036592
277.000000, 0.036226
276.000000, 0.035690
275.000000, 0.036002
274.000000, 0.036290
273.000000, 0.036731
272.000000, 0.038071
271.000000, 0.039676
270.000000, 0.041944
269.000000, 0.044500
268.000000, 0.047719
267.000000, 0.051053
266.000000, 0.054673
265.000000, 0.058204
264.000000, 0.061239
263.000000, 0.063758
262.000000, 0.066020
261.000000, 0.067211
260.000000, 0.067747
259.000000, 0.067854
258.000000, 0.067995
257.000000, 0.068144
256.000000, 0.067318
255.000000, 0.066716
254.000000, 0.065938
253.000000, 0.064441
252.000000, 0.062827
251.000000, 0.060890
250.000000, 0.058787
