nm, A
369.000000, 0.027435
368.000000, 0.029637
367.000000, 0.032052
366.000000, 0.035006
365.000000, 0.038205
364.000000, 0.041628
363.000000, 0.045350
362.000000, 0.049108
361.000000, 0.052716
360.000000, 0.056253
359.000000, 0.059683
358.000000, 0.062750
357.000000, 0.065605
356.000000, 0.067511
355.000000, 0.069052
354.000000, 0.069700
353.000000, 0.069577
352.000000, 0.068657
351.000000, 0.067153
350.000000, 0.064666
349.000000, 0.061909
348.000000, 0.059084
347.000000, 0.056186
346.000000, 0.053305
345.000000, 0.050972
344.000000, 0.048884
343.000000, 0.047045
342.000000, 0.045362
341.000000, 0.043867
340.000000, 0.042517
339.000000, 0.041149
338.000000, 0.039638
337.000000, 0.038057
336.000000, 0.036449
335.000000, 0.034846
334.000000, 0.033277
333.000000, 0.031864
332.000000, 0.030818
331.000000, 0.029978
330.000000, 0.029356
329.000000, 0.029175
328.000000, 0.029529
327.000000, 0.030641
326.000000, 0.032067
325.000000, 0.033670
324.000000, 0.036090
323.000000, 0.039070
322.000000, 0.042739
321.000000, 0.046792
320.000000, 0.051240
319.000000, 0.056380
318.000000, 0.062081
317.000000, 0.068511
316.000000, 0.074900
315.000000, 0.081299
314.000000, 0.087913
313.000000, 0.094354
312.000000, 0.099979
311.000000, 0.104717
310.000000, 0.108697
309.000000, 0.112086
308.000000, 0.114286
307.000000, 0.115945
306.000000, 0.116964
305.000000, 0.117432
304.000000, 0.117456
303.000000, 0.117439
302.000000, 0.117382
301.000000, 0.117086
300.000000, 0.116761
299.000000, 0.116268
298.000000, 0.116090
297.000000, 0.116305
296.000000, 0.116518
295.000000, 0.116789
294.000000, 0.117370
293.000000, 0.118201
292.000000, 0.119187
291.000000, 0.120414
290.000000, 0.122208
289.000000, 0.123976
288.000000, 0.125605
287.000000, 0.127078
286.000000, 0.128230
285.000000, 0.129162
284.000000, 0.129684
283.000000, 0.129598
282.000000, 0.129243
281.000000, 0.128604
280.000000, 0.127586
279.000000, 0.126313
278.000000, 0.124969
277.000000, 0.123902
276.000000, 0.122899
275.000000, 0.123201
274.000000, 0.124351
273.000000, 0.126854
272.000000, 0.130677
271.000000, 0.136507
270.000000, 0.144349
269.000000, 0.153973
268.000000, 0.165317
267.000000, 0.177599
266.000000, 0.190586
265.000000, 0.202733
264.000000, 0.213713
263.000000, 0.222797
262.000000, 0.229892
261.000000, 0.234407
260.000000, 0.237188
259.000000, 0.238100
258.000000, 0.237999
257.000000, 0.237123
256.000000, 0.235050
255.000000, 0.232284
254.000000, 0.228171
253.000000, 0.223009
252.000000, 0.216605
251.000000, 0.209492
250.000000, 0.201716
